Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
43.81058053029821,0.512,0.726,-5.846,1,0.0653,0.207,0.131,0.426,80.015,4.119266667,4,0
52.0,0.709,0.285,-7.503,1,0.0795,0.618,0.154,0.438,76.884,3.59421667,4,0
43.0,0.513,0.524,-8.608,0,0.0273,0.0127,0.0927,0.553,78.381,4.488116667,4,0
54.0,0.476,0.493,-7.87,1,0.0346,0.178,0.353,0.412,79.712,4.132,4,0
35.0,0.836,0.335,-9.608,1,0.0325,0.749,0.0884,0.479,128.939,3.391783333,4,0
55.0,0.614,0.275,-8.744,1,0.027,0.904,0.118,0.303,130.875,3.298,3,0
70.0,0.292,0.324,-11.996,1,0.0346,0.797,0.12,0.384,176.631,3.35621667,3,0
43.0,0.426,0.484,-12.239,1,0.0397,0.152,0.151,0.509,123.578,3.40898333,4,0
43.0,0.333,0.58,-7.553,1,0.0265,0.617,0.258,0.655,180.227,3.336033333,4,0
40.0,0.391,0.519,-7.452,0,0.0354,0.508,0.0842,0.337,135.018,4.753333333,4,0
39.0,0.391,0.291,-9.408,1,0.0326,0.867,0.104,0.107,121.171,4.110066667,3,0
36.0,0.625,0.196,-11.448,1,0.0375,0.834,0.0931,0.3,119.637,3.93045,4,0
10.0,0.232,0.895,-2.834,1,0.0517,0.66,0.124,0.343,175.443,5.227266667,4,0
1.0,0.595,0.543,-5.614,1,0.0232,0.164,0.13,0.605,96.043,3.457116667,4,0
30.0,0.39,0.588,-8.032,1,0.0341,0.693,0.108,0.434,122.284,3.60955,4,0
56.0,0.576,0.121,-17.343,1,0.036,0.952,0.1,0.063,116.826,4.49866667,4,0
44.0,0.527,0.415,-8.065,1,0.0347,0.789,0.152,0.251,93.326,2.32178333,4,0
46.0,0.467,0.329,-11.429,1,0.0295,0.662,0.096,0.362,108.777,3.43355,4,0
57.0,0.545,0.365,-8.97,1,0.0396,0.136,0.201,0.233,150.125,3.50276667,4,0
48.0,0.437,0.301,-8.519,1,0.0384,0.645,0.117,0.203,126.016,3.65,4,0
42.0,0.511,0.674,-9.536,1,0.0274,0.117,0.129,0.663,173.949,4.72285,4,0
49.0,0.359,0.17,-10.915,1,0.0308,0.91,0.11,0.178,137.062,5.12186667,3,0
41.0,0.469,0.607,-10.174,1,0.0371,0.369,0.119,0.287,184.986,3.55395,4,0
11.0,0.383,0.696,-7.557,1,0.0417,0.265,0.281,0.379,139.068,8.096216667,4,0
50.0,0.589,0.183,-13.31,1,0.0583,0.708,0.393,0.36,90.556,3.95605,4,0
25.0,0.446,0.617,-7.883,1,0.0478,0.582,0.0972,0.0696,159.768,2.25,4,0
43.0,0.614,0.327,-9.49,1,0.0314,0.585,0.0885,0.43,145.051,3.8862,4,0
35.0,0.594,0.619,-11.123,0,0.0478,0.597,0.0694,0.385,89.691,5.835783333,1,0
56.0,0.366,0.262,-12.635,1,0.0322,0.767,0.119,0.181,151.11,4.09845,4,0
45.0,0.431,0.392,-9.994,0,0.0585,0.705,0.174,0.3,98.667,3.431266667,3,0
43.0,0.448,0.263,-10.362,1,0.0459,0.708,0.119,0.423,88.109,3.86246667,4,0
32.0,0.461,0.272,-8.795,1,0.0328,0.335,0.102,0.258,73.806,5.10355,4,0
28.0,0.606,0.452,-10.376,1,0.0394,0.815,0.118,0.657,126.687,3.37795,4,0
17.0,0.666,0.709,-3.806,0,0.0733,0.0635,0.118,0.475,150.037,5.98,4,0
44.0,0.403,0.209,-10.437,1,0.0474,0.932,0.125,0.486,166.597,3.62645,3,0
50.0,0.5,0.37,-11.581,1,0.0376,0.949,0.104,0.37,78.785,2.556883333,4,0
64.0,0.758,0.187,-18.963,1,0.0437,0.927,0.122,0.78,115.75,1.70333333,4,0
43.81058053029821,0.388,0.291,-12.952,1,0.0421,0.774,0.0874,0.51,83.943,3.36745,4,0
12.0,0.583,0.405,-9.74,0,0.0267,0.495,0.0782,0.323,76.078,4.10645,4,0
19.0,0.313,0.913,-5.227,0,0.201,0.0663,0.457,0.466,180.133,4.30435,4,0
56.0,0.698,0.643,-16.985,1,0.0649,0.803,0.704,0.714,128.22,4.23333333,4,0
6.0,0.515,0.894,-6.396,0,0.132,0.169,0.037,0.406,175.942,5.930383333,4,0
30.0,0.299,0.437,-9.258,1,0.0334,0.88,0.11,0.38,160.084,7.35,4,0
14.0,0.381,0.738,-7.783,1,0.0573,0.295,0.393,0.538,166.037,5.588666667,4,0
20.0,0.591,0.452,-11.248,0,0.0383,0.867,0.0831,0.18,140.077,5.028566667,4,0
43.0,0.415,0.355,-10.494,0,0.0316,0.985,0.103,0.36,113.993,2.98845,4,0
48.0,0.477,0.297,-13.955,1,0.0328,0.664,0.103,0.455,137.067,4.11836667,4,0
43.81058053029821,0.499,0.229,-9.642,1,0.0361,0.822,0.0914,0.239,178.461,3.94363333,3,0
43.81058053029821,0.891,0.914,-5.265,1,0.157,0.58,0.0944,0.667,97.998,1.707266667,4,0
41.0,0.304,0.218,-10.744,1,0.0334,0.46,0.0828,0.0707,150.514,4.12215,3,0
14.0,0.567,0.34,-9.996,1,0.0264,0.757,0.102,0.268,140.047,4.002283333,4,0
19.0,0.436,0.521,-7.948,1,0.0399,0.388,0.0729,0.738,91.562,3.710166667,4,0
30.0,0.506,0.646,-8.083,1,0.0518,0.691,0.104,0.395,79.209,5.05165,4,0
29.0,0.32,0.0846,-9.769,1,0.035,0.852,0.119,0.122,79.094,3.83155,4,0
1.0,0.558,0.439,-9.676,1,0.0274,0.248,0.102,0.0381,103.958,4.947116667,1,0
28.0,0.377,0.478,-8.992,0,0.0362,0.892,0.359,0.138,139.842,4.243883333,4,0
41.0,0.544,0.38,-8.339,1,0.0318,0.859,0.0762,0.149,84.267,3.247016667,4,0
43.81058053029821,0.629,0.451,-10.076,1,0.0271,0.508,0.07,0.314,116.966,4.3376,1,0
44.0,0.714,0.305,-9.072,1,0.0284,0.752,0.113,0.54,96.975,3.63868333,4,0
20.0,0.412,0.571,-10.853,0,0.0644,0.629,0.27,0.165,139.913,3.60675,3,0
51.0,0.491,0.465,-12.068,1,0.0269,0.361,0.157,0.0498,139.897,4.408716667,4,0
43.81058053029821,0.443,0.654,-5.812,1,0.0325,0.733,0.122,0.728,154.306,3.529783333,3,0
24.0,0.253,0.375,-9.15,1,0.0295,0.8,0.11,0.132,174.782,3.92645,3,0
44.0,0.555,0.183,-8.58,1,0.0375,0.884,0.116,0.223,131.22,4.015916667,4,0
43.81058053029821,0.51,0.303,-9.122,1,0.027,0.829,0.115,0.211,137.917,3.41526667,4,0
63.0,0.729,0.447,-9.038,1,0.0387,0.598,0.116,0.595,108.837,2.58733333,4,0
43.81058053029821,0.439,0.83,-6.544,1,0.0331,0.0521,0.325,0.643,143.416,5.36266667,4,0
42.0,0.433,0.599,-7.293,1,0.0717,0.479,0.12,0.338,71.798,3.70965,4,0
40.0,0.545,0.534,-7.531,0,0.0297,0.812,0.0972,0.476,94.014,4.47635,4,0
43.81058053029821,0.438,0.459,-14.932,1,0.0636,0.684,0.162,0.593,92.514,5.14066667,4,0
30.0,0.508,0.584,-6.826,1,0.0267,0.555,0.127,0.3,78.003,4.484983333,4,0
9.0,0.54,0.754,-8.26,0,0.0516,0.0434,0.128,0.556,135.134,4.6963,4,0
20.0,0.637,0.613,-7.343,1,0.0748,0.318,0.111,0.571,90.06,4.4,4,0
47.0,0.716,0.3,-7.5,1,0.0493,0.793,0.0924,0.367,94.936,4.67895,4,0
9.0,0.54,0.565,-10.648,1,0.0927,0.427,0.365,0.396,103.486,3.927866667,4,0
22.0,0.296,0.764,-8.241,1,0.0563,0.118,0.145,0.113,167.999,2.775066667,4,0
46.0,0.454,0.43,-10.657,1,0.04,0.585,0.102,0.0703,138.607,2.80591667,5,0
63.0,0.729,0.546,-9.305,1,0.0285,0.547,0.0651,0.406,119.941,3.54378333,4,0
43.81058053029821,0.557,0.54,-10.484,1,0.0347,0.0339,0.179,0.394,129.171,3.09555,4,0
43.0,0.54,0.453,-7.336,1,0.0256,0.579,0.113,0.571,137.897,4.3472,4,0
25.0,0.535,0.498,-8.768,1,0.0346,0.0184,0.191,0.334,150.031,8.51725,1,0
42.0,0.4,0.576,-14.15,1,0.0386,0.354,0.438,0.538,106.103,6.037783333,4,0
22.0,0.389,0.698,-7.214,0,0.0314,0.00026,0.135,0.405,90.853,3.681966667,4,0
37.0,0.687,0.297,-10.029,1,0.0256,0.527,0.137,0.6,77.096,3.033533333,3,0
41.0,0.602,0.506,-9.046,1,0.0273,0.687,0.177,0.312,126.962,4.35235,4,0
43.81058053029821,0.355,0.406,-8.842,1,0.029,0.78,0.113,0.145,145.197,4.477683333,4,0
21.0,0.477,0.575,-7.948,1,0.0293,0.193,0.341,0.106,118.533,3.939916667,4,0
42.0,0.75,0.343,-11.318,1,0.0268,0.612,0.0893,0.198,104.0,4.111116667,4,0
39.0,0.692,0.249,-11.397,0,0.048,0.904,0.233,0.309,103.182,3.39755,4,0
26.0,0.359,0.637,-8.136,1,0.0415,0.385,0.121,0.141,139.07,4.187483333,4,0
25.0,0.274,0.834,-5.982,0,0.0443,0.56,0.384,0.079,89.483,3.7,4,0
66.0,0.388,0.66,-7.372,1,0.0308,0.312,0.0943,0.401,143.554,3.84178333,4,0
45.0,0.532,0.392,-9.224,1,0.032,0.458,0.104,0.449,169.962,3.46518333,4,0
52.0,0.49,0.296,-9.589,0,0.0485,0.819,0.691,0.498,160.824,3.75056667,4,0
13.0,0.363,0.249,-11.431,1,0.0346,0.926,0.107,0.24,86.741,3.714216667,4,0
43.81058053029821,0.568,0.585,-10.055,1,0.0282,0.0921,0.241,0.562,102.105,3.02133333,4,0
73.0,0.686,0.127,-14.361,1,0.0342,0.754,0.0573,0.372,93.699,2.30645,4,0
38.0,0.589,0.68,-6.431,1,0.0274,0.0162,0.109,0.612,172.066,2.834666667,4,0
42.0,0.711,0.167,-13.319,0,0.0331,0.836,0.1,0.476,82.842,1.76068333,4,0
20.0,0.558,0.596,-9.943,0,0.0607,0.0573,0.0776,0.244,169.925,4.276616667,3,0
60.0,0.568,0.558,-8.553,1,0.0278,0.724,0.116,0.287,104.991,3.99933333,4,0
43.81058053029821,0.565,0.257,-14.04,1,0.0579,0.843,0.109,0.111,76.493,3.97533333,4,0
15.0,0.316,0.426,-9.745,1,0.0329,0.631,0.103,0.252,130.013,4.587533333,1,0
43.81058053029821,0.357,0.336,-11.97,1,0.0312,0.294,0.0956,0.22,142.517,3.14898333,4,0
14.0,0.517,0.583,-6.792,1,0.0299,0.188,0.234,0.43,78.027,4.302966667,4,0
25.0,0.701,0.518,-8.892,0,0.0415,0.406,0.122,0.551,100.018,7.08,4,0
75.0,0.606,0.457,-14.035,0,0.0497,0.713,0.0747,0.813,92.033,4.06711667,4,0
37.0,0.55,0.648,-6.5,0,0.0557,0.276,0.069,0.352,80.03,6.280916667,4,0
48.0,0.59,0.214,-12.023,0,0.0412,0.895,0.105,0.167,134.804,3.05348333,4,0
48.0,0.527,0.523,-11.451,0,0.0871,0.11,0.162,0.456,159.878,5.206666667,4,0
43.81058053029821,0.446,0.388,-6.201,1,0.0405,0.814,0.119,0.581,175.154,3.08066667,4,0
43.81058053029821,0.398,0.392,-9.05,1,0.0282,0.207,0.102,0.378,184.267,2.152,3,0
59.0,0.549,0.418,-13.172,1,0.0423,0.788,0.112,0.692,171.98,3.506283333,4,0
51.0,0.338,0.447,-11.091,1,0.0411,0.408,0.402,0.326,79.005,4.08671667,4,0
46.0,0.701,0.257,-10.407,1,0.0319,0.897,0.0963,0.405,111.003,3.31531667,4,0
37.0,0.827,0.519,-9.547,1,0.0337,0.768,0.11,0.812,119.003,3.09395,4,0
31.0,0.545,0.356,-15.239,1,0.0937,0.829,0.297,0.427,144.235,4.388883333,4,0
43.81058053029821,0.473,0.441,-12.933,0,0.18,0.429,0.102,0.204,155.739,2.840933333,4,0
56.0,0.437,0.104,-22.533,1,0.0307,0.893,0.11,0.544,101.718,3.27445,4,0
43.81058053029821,0.471,0.389,-10.263,0,0.028,0.772,0.0853,0.136,149.97,4.24,3,0
44.0,0.362,0.142,-14.888,1,0.0378,0.891,0.0983,0.19,79.722,3.528216667,4,0
48.0,0.621,0.296,-9.801,1,0.0291,0.805,0.103,0.257,121.918,4.90831667,4,0
42.0,0.645,0.355,-8.699,1,0.0287,0.665,0.088,0.383,80.407,3.728566667,4,0
43.81058053029821,0.336,0.248,-15.626,1,0.0324,0.648,0.113,0.297,128.548,3.17245,3,0
37.0,0.384,0.696,-6.768,1,0.0335,0.00385,0.163,0.0779,172.059,5.169116667,4,0
69.0,0.795,0.564,-10.482,1,0.0392,0.0934,0.0631,0.961,124.166,3.39821667,4,0
43.0,0.493,0.338,-10.068,1,0.18,0.425,0.0823,0.332,72.619,5.31755,4,0
48.0,0.558,0.475,-8.623,1,0.0282,0.516,0.107,0.344,116.924,4.15016667,4,0
36.0,0.375,0.407,-9.446,1,0.0299,0.0377,0.111,0.124,151.213,2.87615,3,0
16.0,0.507,0.609,-7.99,0,0.124,0.698,0.107,0.497,78.857,3.2,5,0
30.0,0.566,0.245,-14.907,1,0.0407,0.911,0.107,0.492,75.062,3.633283333,4,0
37.0,0.641,0.18,-14.498,1,0.0446,0.923,0.0739,0.764,93.232,3.375116667,4,0
46.0,0.55,0.239,-14.178,1,0.0355,0.948,0.113,0.184,75.086,3.629116667,4,0
55.0,0.607,0.462,-8.383,1,0.0551,0.52,0.229,0.376,117.41,4.45688333,4,0
44.0,0.467,0.324,-11.487,1,0.0309,0.761,0.122,0.445,100.89,4.08111667,4,0
42.0,0.471,0.365,-11.809,1,0.0311,0.778,0.108,0.103,88.011,4.173333333,4,0
7.0,0.675,0.598,-9.007,0,0.0298,0.501,0.0984,0.28,119.996,3.333333333,3,0
59.0,0.561,0.299,-11.392,1,0.0315,0.837,0.357,0.107,123.92,5.156,4,0
34.0,0.325,0.297,-7.669,1,0.0329,0.897,0.109,0.193,178.944,3.316433333,3,0
36.0,0.563,0.265,-10.563,1,0.0321,0.972,0.12,0.26,132.207,3.630283333,4,0
60.0,0.651,0.516,-13.628,1,0.0277,0.00244,0.0973,0.453,115.154,6.48,4,0
21.0,0.566,0.48,-12.349,0,0.0331,0.554,0.0729,0.0736,140.009,5.516916667,4,0
44.0,0.5,0.199,-10.65,1,0.034,0.855,0.113,0.419,143.432,3.12548333,4,0
63.0,0.514,0.755,-8.455,1,0.03,0.354,0.144,0.599,77.415,4.069783333,4,0
31.0,0.495,0.542,-9.693,0,0.038,0.761,0.0872,0.362,140.858,4.680833333,3,0
44.0,0.402,0.443,-7.389,1,0.0269,0.409,0.116,0.163,82.944,3.76515,3,0
12.0,0.344,0.861,-6.586,0,0.0874,0.246,0.0917,0.0559,150.026,4.61315,4,0
36.0,0.628,0.432,-10.047,1,0.0303,0.126,0.0592,0.171,119.953,4.09735,4,0
26.0,0.454,0.381,-13.133,0,0.0499,0.302,0.289,0.315,75.058,4.533333333,4,0
67.0,0.604,0.366,-7.881,1,0.0267,0.719,0.162,0.181,105.177,4.14021667,3,0
43.81058053029821,0.886,0.26,-11.676,1,0.0574,0.793,0.0901,0.516,138.052,4.276,4,0
26.0,0.423,0.556,-8.29,0,0.0356,0.858,0.105,0.201,143.977,4.472216667,4,0
31.0,0.564,0.359,-11.059,1,0.0274,0.76,0.0821,0.28,131.037,3.307333333,4,0
15.0,0.49,0.63,-9.583,1,0.0404,0.755,0.109,0.386,160.025,6.865116667,5,0
46.0,0.8,0.484,-7.583,1,0.036,0.679,0.115,0.619,104.978,3.584883333,4,0
