Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
51.0,0.594,0.752,-10.661,0,0.0263,0.00847,0.0578,0.736,101.582,326000.0,4,1
48.0,0.648,0.664,-6.617,0,0.164,0.25,0.33,0.484,127.917,3.806883333,4,0
39.0,0.364,0.776,-5.236,1,0.04,0.000648,0.177,0.306,157.15,213125.0,3,1
37.0,0.301,0.347,-14.495,1,0.033,0.0869,0.218,0.681,153.408,224667.0,4,1
39.0,0.612,0.482,-10.056,0,0.0379,0.698,0.0897,0.462,95.961,175935.0,4,0
67.0,0.432,0.886,-3.991,1,0.0341,9.2e-05,0.338,0.248,76.04,307645.0,4,1
48.0,0.572,0.958,-3.587,1,0.144,0.00302,0.14,0.433,116.962,160907.0,4,0
65.0,0.68,0.85,-2.785,1,0.0661,0.207,0.339,0.71,124.942,202213.0,4,0
55.0,0.787,0.699,-3.405,0,0.0384,0.69,0.152,0.611,108.022,217778.0,4,0
63.0,0.523,0.847,-5.888,1,0.028,0.00309,0.146,0.475,155.032,340320.0,4,1
30.0,0.618,0.447,-10.98,1,0.0299,0.355,0.104,0.16,130.862,207160.0,3,0
1.0,0.312,0.681,-6.628,1,0.0329,0.00133,0.121,0.222,179.964,3.934,4,0
43.0,0.501,0.745,-5.787,1,0.0391,0.000174,0.126,0.165,173.097,207627.0,4,1
44.0,0.292,0.451,-7.028,0,0.0332,0.792,0.109,0.366,183.739,262500.0,3,0
66.0,0.555,0.35,-10.955,0,0.0503,0.791,0.11,0.404,77.772,209813.0,4,0
7.0,0.343,0.862,-5.083,1,0.0572,0.00307,0.109,0.189,125.069,282998.0,4,1
24.0,0.598,0.171,-18.199,1,0.0302,0.937,0.102,0.288,137.757,253000.0,4,1
67.0,0.678,0.556,-7.423,1,0.0281,0.0904,0.0866,0.405,85.158,303133.0,4,1
43.0,0.56,0.277,-10.81,1,0.0453,0.931,0.0915,0.545,101.399,218698.0,4,0
43.81058053029821,0.384,0.39,-7.325,1,0.0293,0.557,0.242,0.211,120.515,3.636216667,4,0
43.0,0.506,0.957,-5.197,0,0.0612,0.00097,0.082,0.571,116.013,228360.0,4,1
34.0,0.364,0.911,-7.905,0,0.0419,0.0385,0.204,0.68,102.666,154976.0,4,1
36.0,0.484,0.891,-5.943,0,0.0805,0.00041,0.0597,0.292,145.929,206157.0,4,1
60.0,0.646,0.851,-4.22,0,0.0662,0.00618,0.629,0.333,129.921,208396.0,4,1
88.0,0.695,0.762,-3.497,1,0.0395,0.192,0.0863,0.553,120.042,215280.0,4,0
38.0,0.666,0.967,-4.573,1,0.104,0.00309,0.331,0.504,131.982,157656.0,4,1
51.0,0.885,0.594,-9.005,1,0.0936,0.431,0.131,0.841,111.997,151449.0,5,0
43.0,0.304,0.583,-5.313,1,0.061,0.052,0.179,0.0764,105.929,382167.0,4,1
62.0,0.552,0.689,-6.444,0,0.0425,0.0915,0.27,0.349,99.961,169773.0,4,1
53.0,0.664,0.354,-9.855,0,0.0373,0.789,0.168,0.346,135.977,181765.0,4,0
38.0,0.472,0.871,-4.89,1,0.0597,0.000115,0.335,0.489,128.004,160160.0,4,1
47.0,0.718,0.4,-6.901,1,0.0315,0.0341,0.109,0.429,86.014,238547.0,4,0
51.0,0.573,0.396,-10.927,1,0.031,0.425,0.0934,0.149,120.308,224200.0,4,1
40.0,0.406,0.961,-3.382,0,0.157,0.000177,0.325,0.508,186.025,181935.0,4,1
38.0,0.483,0.89,-6.736,1,0.048,0.0517,0.658,0.666,155.663,4.95445,4,1
73.0,0.691,0.812,-7.772,1,0.0558,0.0433,0.299,0.685,127.568,220627.0,4,0
43.0,0.583,0.92,-5.607,0,0.0948,0.202,0.0744,0.632,97.722,188480.0,4,1
46.0,0.274,0.915,-5.259,0,0.167,0.0139,0.161,0.419,169.161,203707.0,4,1
71.0,0.587,0.872,-5.066,1,0.0484,0.018,0.622,0.735,159.925,221333.0,4,1
37.0,0.643,0.98,-6.171,1,0.0623,0.0118,0.642,0.686,94.819,246627.0,4,1
84.0,0.761,0.525,-6.9,1,0.0944,0.44,0.0921,0.531,80.87,238805.0,4,0
43.0,0.534,0.471,-8.485,0,0.128,0.315,0.241,0.367,75.01,163159.0,4,0
40.0,0.491,0.961,-5.361,1,0.259,9.58e-05,0.335,0.5,102.022,209937.0,4,1
30.0,0.442,0.664,-11.766,0,0.0591,0.0196,0.726,0.405,125.021,295600.0,1,1
43.81058053029821,0.541,0.958,-4.669,0,0.148,0.000545,0.246,0.249,95.015,239766.0,4,1
49.0,0.653,0.459,-12.18,1,0.0369,0.603,0.0536,0.986,146.296,176693.0,4,1
42.0,0.525,0.801,-5.294,0,0.0516,0.0155,0.132,0.111,183.961,292174.0,4,1
26.0,0.332,0.38,-9.585,1,0.0296,0.531,0.12,0.369,91.137,188961.0,4,0
23.0,0.488,0.428,-10.037,0,0.0438,0.873,0.611,0.906,121.504,126840.0,4,0
54.0,0.792,0.964,-5.405,1,0.154,0.0698,0.302,0.621,99.771,226200.0,4,0
66.0,0.489,0.389,-11.653,0,0.0284,0.877,0.105,0.254,131.366,257787.0,4,1
54.0,0.521,0.855,-3.348,1,0.0686,0.0223,0.0869,0.257,158.744,187133.0,4,1
64.0,0.448,0.35,-16.239,1,0.0393,0.147,0.0842,0.234,177.279,302933.0,4,1
41.0,0.701,0.558,-8.002,1,0.0285,0.814,0.15,0.408,135.963,297955.0,4,1
47.0,0.631,0.45,-7.74,1,0.0431,0.186,0.164,0.237,137.934,194830.0,3,0
33.0,0.713,0.734,-5.843,1,0.0311,0.0724,0.112,0.598,99.986,206400.0,4,0
30.0,0.361,0.954,-4.097,1,0.0575,2e-05,0.309,0.176,172.944,232853.0,4,1
30.0,0.561,0.604,-6.821,1,0.0598,0.441,0.177,0.769,174.074,151978.0,4,1
38.0,0.845,0.743,-7.445,0,0.0931,0.0799,0.694,0.956,112.493,170387.0,4,0
72.0,0.688,0.582,-10.668,0,0.0542,0.23,0.0663,0.872,85.486,224661.0,4,1
25.0,0.449,0.508,-7.444,0,0.0304,0.609,0.153,0.191,122.275,255373.0,4,1
42.0,0.207,0.676,-6.078,1,0.0413,0.0276,0.392,0.161,94.386,127450.0,4,1
83.0,0.634,0.928,-1.609,1,0.0514,0.00719,0.0626,0.738,164.007,205373.0,4,0
72.0,0.537,0.84,-4.626,1,0.0363,0.2,0.0998,0.211,124.269,224693.0,4,1
39.0,0.494,0.969,-2.694,1,0.222,0.172,0.148,0.165,121.214,169808.0,4,1
40.0,0.447,0.796,-12.171,0,0.0333,0.00689,0.0626,0.913,105.984,354640.0,4,1
64.0,0.696,0.923,-4.647,1,0.272,0.207,0.158,0.635,170.003,271854.0,4,1
26.0,0.366,0.609,-10.279,0,0.12,0.1,0.0928,0.315,172.937,324011.0,4,1
52.0,0.522,0.901,-8.559,1,0.0479,0.535,0.176,0.916,166.885,131200.0,4,1
75.0,0.395,0.252,-13.589,1,0.0301,0.8,0.101,0.126,177.679,264333.0,4,1
85.0,0.72,0.744,-6.938,0,0.12,0.237,0.255,0.619,78.953,243773.0,4,0
81.0,0.561,0.0848,-15.099,1,0.0404,0.913,0.112,0.206,102.128,219147.0,4,0
77.0,0.568,0.788,-6.28,1,0.0377,0.0101,0.141,0.46,104.959,183070.0,4,0
58.0,0.767,0.706,-7.437,0,0.262,0.193,0.0956,0.529,97.205,174588.0,4,0
34.0,0.369,0.987,-2.517,1,0.219,0.00596,0.368,0.232,130.214,174760.0,4,1
48.0,0.288,0.696,-7.315,1,0.0436,0.00228,0.295,0.167,136.531,196053.0,4,1
57.0,0.617,0.696,-12.739,1,0.0282,0.0155,0.108,0.9,111.136,239760.0,4,1
57.0,0.818,0.836,-6.113,0,0.0391,0.0934,0.088,0.305,123.02,191723.0,4,0
57.0,0.487,0.427,-6.949,1,0.0405,0.545,0.0909,0.803,185.117,200067.0,3,1
34.0,0.159,0.978,-3.937,1,0.09,0.00267,0.118,0.294,158.146,301973.0,4,1
56.0,0.758,0.954,-4.573,1,0.108,0.196,0.0531,0.924,153.973,271907.0,4,0
68.0,0.37,0.96,-4.162,0,0.0378,0.000241,0.0563,0.717,89.428,224133.0,4,1
37.0,0.483,0.6,-11.83,1,0.0323,0.159,0.521,0.655,109.925,229960.0,4,1
56.0,0.696,0.188,-14.328,1,0.0324,0.793,0.0986,0.713,106.433,184900.0,4,0
14.0,0.348,0.61,-6.015,0,0.0583,0.71,0.971,0.241,145.115,265300.0,4,1
34.0,0.518,0.465,-6.065,0,0.0383,0.407,0.175,0.183,141.867,277731.0,4,0
62.0,0.579,0.669,-8.704,0,0.0326,0.253,0.0911,0.798,175.181,266173.0,4,1
50.0,0.165,0.919,-5.321,1,0.143,0.00113,0.395,0.306,83.382,257093.0,3,1
37.0,0.693,0.763,-7.077,0,0.0299,0.0143,0.154,0.578,100.985,183564.0,4,0
64.0,0.61,0.456,-8.659,1,0.0968,0.407,0.138,0.576,72.089,182180.0,4,0
76.0,0.509,0.689,-4.929,0,0.102,0.0209,0.301,0.297,170.087,193798.0,4,0
27.0,0.572,0.721,-4.061,0,0.0336,0.59,0.103,0.618,142.832,252598.0,4,1
14.0,0.622,0.946,-2.989,0,0.0407,0.0511,0.32,0.961,123.996,218320.0,4,0
27.0,0.677,0.582,-8.943,1,0.0269,0.155,0.157,0.169,107.001,192900.0,4,0
19.0,0.685,0.814,-5.227,1,0.0314,0.0278,0.0998,0.748,112.008,3.4342,4,0
44.0,0.907,0.333,-11.178,1,0.079,0.896,0.332,0.615,105.896,190960.0,4,0
42.0,0.397,0.81,-5.495,1,0.0433,0.0147,0.168,0.459,110.876,181029.0,4,0
67.0,0.658,0.814,-4.631,1,0.0558,0.229,0.216,0.69,108.016,183602.0,4,1
82.0,0.681,0.174,-8.745,1,0.0315,0.837,0.0983,0.231,112.672,260285.0,4,0
37.0,0.536,0.619,-5.899,0,0.189,0.609,0.146,0.634,168.046,178929.0,4,0
40.0,0.543,0.888,-8.11,0,0.0664,0.00082,0.278,0.336,129.988,525600.0,4,1
60.0,0.836,0.756,-5.441,0,0.124,0.0524,0.0606,0.803,153.989,221853.0,4,0
40.0,0.411,0.813,-3.419,0,0.0598,0.00024,0.275,0.643,168.034,201827.0,4,1
60.0,0.547,0.827,-4.339,1,0.0282,1.09e-05,0.409,0.467,105.913,209480.0,4,1
38.0,0.397,0.843,-4.37,0,0.0414,0.589,0.187,0.376,138.947,208600.0,4,0
7.0,0.272,0.855,-5.937,1,0.14,0.853,0.11,0.378,132.498,223573.0,4,1
30.0,0.378,0.664,-7.502,1,0.0383,0.541,0.117,0.327,87.261,188292.0,4,0
61.0,0.76,0.534,-5.032,0,0.0539,0.459,0.524,0.544,100.021,194400.0,4,0
33.0,0.546,0.475,-5.569,0,0.0267,0.473,0.117,0.202,93.856,234463.0,4,0
32.0,0.485,0.652,-8.903,1,0.0655,0.757,0.131,0.406,77.95,225867.0,4,1
46.0,0.683,0.457,-6.243,1,0.0385,0.83,0.133,0.643,154.12,164467.0,4,0
74.0,0.815,0.848,-4.704,0,0.115,0.023,0.0265,0.684,106.032,2.22845,4,0
66.0,0.402,0.597,-9.258,1,0.0327,0.0385,0.109,0.496,81.806,287000.0,4,1
36.0,0.693,0.666,-6.347,0,0.0422,0.00402,0.098,0.651,92.015,4.43045,4,0
13.0,0.315,0.973,-3.882,1,0.257,0.000742,0.482,0.448,184.993,216267.0,4,1
53.0,0.192,0.737,-5.319,0,0.0835,3.78e-05,0.14,0.266,83.763,243853.0,5,1
44.0,0.406,0.819,-6.8,0,0.0392,0.0134,0.371,0.25,123.763,320351.0,1,1
56.0,0.438,0.309,-9.022,0,0.0565,0.886,0.21,0.314,137.705,203000.0,4,0
76.0,0.735,0.425,-6.648,1,0.0464,0.011,0.055,0.848,85.896,188174.0,4,0
46.0,0.371,0.432,-7.015,0,0.0303,0.397,0.102,0.196,148.602,176803.0,4,0
48.0,0.698,0.872,-2.887,1,0.0405,0.386,0.0853,0.937,138.016,203720.0,4,1
47.0,0.419,0.573,-9.166,1,0.0321,0.00026,0.597,0.165,145.637,392000.0,4,1
29.0,0.115,0.668,-8.363,1,0.0594,0.0178,0.101,0.0728,74.857,1392667.0,4,1
23.0,0.673,0.595,-6.241,0,0.0491,0.0495,0.318,0.625,140.027,199757.0,4,0
38.0,0.509,0.439,-8.011,1,0.0395,0.294,0.725,0.258,89.241,4.300666667,4,0
75.0,0.706,0.604,-6.932,1,0.303,0.418,0.242,0.361,82.03,165029.0,4,0
38.0,0.598,0.738,-5.518,0,0.0472,0.255,0.245,0.374,120.01,155700.0,4,0
52.0,0.22,0.83,-3.584,0,0.0801,0.00419,0.654,0.457,169.765,263773.0,3,1
27.0,0.374,0.815,-4.498,1,0.0374,6.9e-05,0.287,0.501,172.099,184890.0,4,1
48.0,0.38,0.497,-9.827,1,0.0528,0.0751,0.106,0.401,80.043,212995.0,4,1
59.0,0.459,0.903,-4.649,0,0.0673,0.00877,0.168,0.364,76.185,223655.0,4,1
41.0,0.622,0.899,-9.519,0,0.0516,0.0196,0.395,0.885,88.515,217173.0,4,0
31.0,0.788,0.764,-4.94,0,0.0476,0.476,0.169,0.903,122.414,4.17,4,0
66.0,0.614,0.938,-4.461,1,0.0611,0.000532,0.368,0.607,100.058,224674.0,4,1
29.0,0.321,0.827,-7.726,1,0.0401,0.00602,0.394,0.14,132.106,330040.0,4,1
47.0,0.634,0.868,-6.858,0,0.0287,0.00867,0.205,0.655,121.955,256320.0,4,1
36.0,0.401,0.827,-5.243,1,0.0499,0.00866,0.134,0.324,125.025,239602.0,4,1
75.0,0.62,0.547,-6.772,1,0.0248,0.112,0.19,0.208,98.032,210355.0,4,0
34.0,0.612,0.601,-7.19,1,0.0288,0.0113,0.267,0.291,120.044,207000.0,4,1
24.0,0.688,0.753,-11.391,1,0.051,0.308,0.0795,0.871,133.139,293400.0,4,1
56.0,0.679,0.253,-13.777,1,0.0412,0.812,0.111,0.653,127.45,155007.0,4,0
45.0,0.434,0.445,-8.026,1,0.0295,0.657,0.0957,0.291,94.503,259067.0,4,0
21.0,0.403,0.579,-8.123,0,0.0388,0.128,0.096,0.236,100.019,209400.0,4,0
28.0,0.536,0.335,-12.395,0,0.0308,0.858,0.309,0.331,133.343,304400.0,4,1
50.0,0.605,0.653,-6.658,0,0.0593,0.0602,0.177,0.755,94.995,194744.0,4,0
32.0,0.436,0.304,-9.016,0,0.0318,0.364,0.101,0.283,114.008,220400.0,4,0
43.81058053029821,0.617,0.705,-4.407,1,0.0272,0.109,0.24,0.669,97.023,2.813333333,4,0
43.81058053029821,0.683,0.964,-2.607,1,0.0683,0.0293,0.0644,0.61,100.264,3.527116667,4,0
26.0,0.336,0.839,-7.597,1,0.043,0.116,0.0991,0.42,145.094,244188.0,4,1
20.0,0.509,0.333,-12.622,0,0.0779,0.0835,0.133,0.243,111.002,181127.0,4,0
47.0,0.74,0.576,-6.744,0,0.146,0.0249,0.104,0.315,110.095,3.49126667,4,0
37.0,0.48,0.614,-4.62,1,0.0301,0.128,0.327,0.17,141.816,279093.0,4,1
35.0,0.452,0.885,-3.409,1,0.0653,0.00301,0.42,0.464,80.036,155360.0,4,1
36.0,0.82,0.892,-4.399,1,0.0766,0.0164,0.493,0.892,128.06,170625.0,4,0
68.0,0.673,0.637,-4.518,1,0.0429,0.137,0.184,0.678,123.98,201160.0,4,0
41.0,0.613,0.414,-7.575,0,0.0276,0.627,0.118,0.297,91.033,230422.0,3,0
59.0,0.642,0.355,-14.196,1,0.0329,0.0951,0.0865,0.725,180.26,180133.0,4,1
2.0,0.529,0.528,-6.566,1,0.029,0.157,0.135,0.278,118.03,3.74,4,0
60.0,0.791,0.41,-12.604,0,0.084,0.167,0.0763,0.511,91.021,302040.0,4,1
43.0,0.78,0.569,-7.822,0,0.068,0.395,0.184,0.5,123.03,197073.0,4,0
18.0,0.501,0.474,-13.893,1,0.0299,0.608,0.147,0.281,102.404,352267.0,4,1
53.0,0.652,0.601,-7.988,1,0.0317,0.625,0.17,0.302,130.308,178840.0,4,0
43.0,0.69,0.488,-8.337,1,0.0263,0.115,0.104,0.402,97.516,248693.0,4,0
